Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount,Semester,Instructor
1030,1000-1999,W,1,CS - Computer Science,5,F2016,"PARKER, D."
1030,1000-1999,E,1,CS - Computer Science,11,F2016,"PARKER, D."
1030,1000-1999,D,1,CS - Computer Science,10,F2016,"PARKER, D."
1030,1000-1999,C,1,CS - Computer Science,13,F2016,"PARKER, D."
1030,1000-1999,B,1,CS - Computer Science,39,F2016,"PARKER, D."
1030,1000-1999,A,1,CS - Computer Science,52,F2016,"PARKER, D."
1040,1000-1999,Other,90,CS - Computer Science,1,F2016,"ZACHARY, J. L."
1040,1000-1999,W,90,CS - Computer Science,3,F2016,"ZACHARY, J. L."
1040,1000-1999,E,90,CS - Computer Science,5,F2016,"ZACHARY, J. L."
1040,1000-1999,D,90,CS - Computer Science,2,F2016,"ZACHARY, J. L."
1040,1000-1999,C,90,CS - Computer Science,2,F2016,"ZACHARY, J. L."
1040,1000-1999,B,90,CS - Computer Science,4,F2016,"ZACHARY, J. L."
1040,1000-1999,A,90,CS - Computer Science,15,F2016,"ZACHARY, J. L."
1410,1000-1999,Other,1,CS - Computer Science,2,F2016,"JOHNSON, D. E."
1410,1000-1999,W,40,CS - Computer Science,6,F2016,"PARKER, D."
1410,1000-1999,W,30,CS - Computer Science,5,F2016,"PARKER, D."
1410,1000-1999,W,1,CS - Computer Science,18,F2016,"JOHNSON, D. E."
1410,1000-1999,E,40,CS - Computer Science,6,F2016,"PARKER, D."
1410,1000-1999,E,30,CS - Computer Science,9,F2016,"PARKER, D."
1410,1000-1999,E,1,CS - Computer Science,26,F2016,"JOHNSON, D. E."
1410,1000-1999,D,40,CS - Computer Science,6,F2016,"PARKER, D."
1410,1000-1999,D,30,CS - Computer Science,1,F2016,"PARKER, D."
1410,1000-1999,D,1,CS - Computer Science,7,F2016,"JOHNSON, D. E."
1410,1000-1999,C,40,CS - Computer Science,3,F2016,"PARKER, D."
1410,1000-1999,C,30,CS - Computer Science,4,F2016,"PARKER, D."
1410,1000-1999,C,1,CS - Computer Science,29,F2016,"JOHNSON, D. E."
1410,1000-1999,B,40,CS - Computer Science,14,F2016,"PARKER, D."
1410,1000-1999,B,30,CS - Computer Science,24,F2016,"PARKER, D."
1410,1000-1999,B,1,CS - Computer Science,64,F2016,"JOHNSON, D. E."
1410,1000-1999,A,40,CS - Computer Science,11,F2016,"PARKER, D."
1410,1000-1999,A,30,CS - Computer Science,12,F2016,"PARKER, D."
1410,1000-1999,A,1,CS - Computer Science,72,F2016,"JOHNSON, D. E."
2100,2000-2999,W,1,CS - Computer Science,6,F2016,"RAKAMARIC, Z."
2100,2000-2999,E,1,CS - Computer Science,9,F2016,"RAKAMARIC, Z."
2100,2000-2999,D,1,CS - Computer Science,8,F2016,"RAKAMARIC, Z."
2100,2000-2999,C,1,CS - Computer Science,27,F2016,"RAKAMARIC, Z."
2100,2000-2999,B,1,CS - Computer Science,51,F2016,"RAKAMARIC, Z."
2100,2000-2999,A,1,CS - Computer Science,59,F2016,"RAKAMARIC, Z."
2420,2000-2999,Other,1,CS - Computer Science,1,F2016,"MEYER, M. D."
2420,2000-2999,W,1,CS - Computer Science,4,F2016,"MEYER, M. D."
2420,2000-2999,E,1,CS - Computer Science,14,F2016,"MEYER, M. D."
2420,2000-2999,D,1,CS - Computer Science,10,F2016,"MEYER, M. D."
2420,2000-2999,C,1,CS - Computer Science,23,F2016,"MEYER, M. D."
2420,2000-2999,B,1,CS - Computer Science,45,F2016,"MEYER, M. D."
2420,2000-2999,A,1,CS - Computer Science,34,F2016,"MEYER, M. D."
2963,2000-2999,B,1,CS - Computer Science,ds,F2016,
3020,3000-3999,E,1,CS - Computer Science,1,F2016,"HOLLERBACH, J. M."
3020,3000-3999,A,1,CS - Computer Science,17,F2016,"HOLLERBACH, J. M."
3100,3000-3999,W,1,CS - Computer Science,4,F2016,"ZACHARY, J. L."
3100,3000-3999,E,1,CS - Computer Science,5,F2016,"ZACHARY, J. L."
3100,3000-3999,D,1,CS - Computer Science,2,F2016,"ZACHARY, J. L."
3100,3000-3999,C,1,CS - Computer Science,19,F2016,"ZACHARY, J. L."
3100,3000-3999,B,1,CS - Computer Science,50,F2016,"ZACHARY, J. L."
3100,3000-3999,A,1,CS - Computer Science,37,F2016,"ZACHARY, J. L."
3130,3000-3999,E,1,CS - Computer Science,2,F2016,"FLETCHER, P. T."
3130,3000-3999,D,1,CS - Computer Science,4,F2016,"FLETCHER, P. T."
3130,3000-3999,C,1,CS - Computer Science,9,F2016,"FLETCHER, P. T."
3130,3000-3999,B,1,CS - Computer Science,28,F2016,"FLETCHER, P. T."
3130,3000-3999,A,1,CS - Computer Science,59,F2016,"FLETCHER, P. T."
3500,3000-3999,Other,1,CS - Computer Science,2,F2016,"KOPTA, D. M."
3500,3000-3999,W,1,CS - Computer Science,4,F2016,"KOPTA, D. M."
3500,3000-3999,E,1,CS - Computer Science,6,F2016,"KOPTA, D. M."
3500,3000-3999,D,1,CS - Computer Science,4,F2016,"KOPTA, D. M."
3500,3000-3999,C,1,CS - Computer Science,17,F2016,"KOPTA, D. M."
3500,3000-3999,B,1,CS - Computer Science,72,F2016,"KOPTA, D. M."
3500,3000-3999,A,1,CS - Computer Science,62,F2016,"KOPTA, D. M."
3505,3000-3999,W,1,CS - Computer Science,5,F2016,"JOHNSON, D. E."
3505,3000-3999,D,1,CS - Computer Science,1,F2016,"JOHNSON, D. E."
3505,3000-3999,C,1,CS - Computer Science,1,F2016,"JOHNSON, D. E."
3505,3000-3999,B,1,CS - Computer Science,27,F2016,"JOHNSON, D. E."
3505,3000-3999,A,1,CS - Computer Science,49,F2016,"JOHNSON, D. E."
3710,3000-3999,B,1,CS - Computer Science,1,F2016,"JENSEN, P. A."
3710,3000-3999,A,1,CS - Computer Science,7,F2016,"JENSEN, P. A."
3810,3000-3999,W,1,CS - Computer Science,7,F2016,"JENSEN, P. A."
3810,3000-3999,E,1,CS - Computer Science,5,F2016,"JENSEN, P. A."
3810,3000-3999,D,1,CS - Computer Science,11,F2016,"JENSEN, P. A."
3810,3000-3999,C,1,CS - Computer Science,14,F2016,"JENSEN, P. A."
3810,3000-3999,B,1,CS - Computer Science,41,F2016,"JENSEN, P. A."
3810,3000-3999,A,1,CS - Computer Science,59,F2016,"JENSEN, P. A."
3960,3000-3999,W,1,CS - Computer Science,1,F2016,"HALL, M. W. AND SUNDAR, H."
3960,3000-3999,A,1,CS - Computer Science,11,F2016,"HALL, M. W. AND SUNDAR, H."
3991,3000-3999,B,1,CS - Computer Science,2,F2016,"HALL, M. W. AND SUNDAR, H."
3991,3000-3999,A,1,CS - Computer Science,9,F2016,"HALL, M. W. AND SUNDAR, H."
4000,4000-4999,E,1,CS - Computer Science,1,F2016,"DE ST GERMAIN, H. J. AND KOPTA, D. M."
4000,4000-4999,C,1,CS - Computer Science,3,F2016,"DE ST GERMAIN, H. J. AND KOPTA, D. M."
4000,4000-4999,B,1,CS - Computer Science,26,F2016,"DE ST GERMAIN, H. J. AND KOPTA, D. M."
4000,4000-4999,A,1,CS - Computer Science,41,F2016,"DE ST GERMAIN, H. J. AND KOPTA, D. M."
4010,4000-4999,B,1,CS - Computer Science,ds,F2016,"DE ST GERMAIN, H. J."
4010,4000-4999,A,1,CS - Computer Science,ds,F2016,"DE ST GERMAIN, H. J."
4150,4000-4999,W,1,CS - Computer Science,4,F2016,"ZACHARY, J. L."
4150,4000-4999,E,1,CS - Computer Science,2,F2016,"ZACHARY, J. L."
4150,4000-4999,D,1,CS - Computer Science,3,F2016,"ZACHARY, J. L."
4150,4000-4999,C,1,CS - Computer Science,24,F2016,"ZACHARY, J. L."
4150,4000-4999,B,1,CS - Computer Science,35,F2016,"ZACHARY, J. L."
4150,4000-4999,A,1,CS - Computer Science,26,F2016,"ZACHARY, J. L."
4300,4000-4999,W,1,CS - Computer Science,3,F2016,"HENDERSON, T. C."
4300,4000-4999,E,1,CS - Computer Science,1,F2016,"HENDERSON, T. C."
4300,4000-4999,C,1,CS - Computer Science,1,F2016,"HENDERSON, T. C."
4300,4000-4999,B,1,CS - Computer Science,23,F2016,"HENDERSON, T. C."
4300,4000-4999,A,1,CS - Computer Science,31,F2016,"HENDERSON, T. C."
4400,4000-4999,Other,1,CS - Computer Science,1,F2016,"FLATT, M."
4400,4000-4999,W,1,CS - Computer Science,1,F2016,"FLATT, M."
4400,4000-4999,E,1,CS - Computer Science,5,F2016,"FLATT, M."
4400,4000-4999,D,1,CS - Computer Science,3,F2016,"FLATT, M."
4400,4000-4999,C,1,CS - Computer Science,6,F2016,"FLATT, M."
4400,4000-4999,B,1,CS - Computer Science,34,F2016,"FLATT, M."
4400,4000-4999,A,1,CS - Computer Science,72,F2016,"FLATT, M."
4500,4000-4999,C,1,CS - Computer Science,3,F2016,"DE ST GERMAIN, H. J. AND KOPTA, D. M."
4500,4000-4999,B,1,CS - Computer Science,6,F2016,"DE ST GERMAIN, H. J. AND KOPTA, D. M."
4500,4000-4999,A,1,CS - Computer Science,13,F2016,"DE ST GERMAIN, H. J. AND KOPTA, D. M."
4530,4000-4999,W,2,CS - Computer Science,4,F2016,"STOKER, M. L."
4530,4000-4999,E,2,CS - Computer Science,1,F2016,"STOKER, M. L."
4530,4000-4999,E,1,CS - Computer Science,4,F2016,"STOKER, M. L."
4530,4000-4999,D,1,CS - Computer Science,4,F2016,"STOKER, M. L."
4530,4000-4999,C,2,CS - Computer Science,2,F2016,"STOKER, M. L."
4530,4000-4999,C,1,CS - Computer Science,4,F2016,"STOKER, M. L."
4530,4000-4999,B,2,CS - Computer Science,3,F2016,"STOKER, M. L."
4530,4000-4999,B,1,CS - Computer Science,5,F2016,"STOKER, M. L."
4530,4000-4999,A,2,CS - Computer Science,11,F2016,"STOKER, M. L."
4530,4000-4999,A,1,CS - Computer Science,9,F2016,"STOKER, M. L."
4600,4000-4999,E,1,CS - Computer Science,2,F2016,"KAVAN, L."
4600,4000-4999,C,1,CS - Computer Science,2,F2016,"KAVAN, L."
4600,4000-4999,B,1,CS - Computer Science,5,F2016,"KAVAN, L."
4600,4000-4999,A,1,CS - Computer Science,26,F2016,"KAVAN, L."
4710,4000-4999,C,1,CS - Computer Science,2,F2016,"BRUNVAND, E. L."
4710,4000-4999,B,1,CS - Computer Science,1,F2016,"BRUNVAND, E. L."
4710,4000-4999,A,1,CS - Computer Science,2,F2016,"BRUNVAND, E. L."
4940,4000-4999,Other,45,CS - Computer Science,ds,F2016,
4940,4000-4999,A,53,CS - Computer Science,ds,F2016,
4940,4000-4999,A,51,CS - Computer Science,ds,F2016,
4940,4000-4999,A,31,CS - Computer Science,ds,F2016,
4940,4000-4999,A,30,CS - Computer Science,ds,F2016,
4940,4000-4999,A,27,CS - Computer Science,ds,F2016,
4940,4000-4999,A,24,CS - Computer Science,ds,F2016,
4940,4000-4999,A,15,CS - Computer Science,ds,F2016,
4940,4000-4999,A,10,CS - Computer Science,ds,F2016,
4940,4000-4999,A,7,CS - Computer Science,ds,F2016,
4950,4000-4999,Other,23,CS - Computer Science,ds,F2016,
4950,4000-4999,A,51,CS - Computer Science,ds,F2016,
4964,4000-4999,W,1,CS - Computer Science,2,F2016,"PHILLIPS, J."
4964,4000-4999,E,1,CS - Computer Science,1,F2016,"PHILLIPS, J."
4964,4000-4999,C,1,CS - Computer Science,1,F2016,"PHILLIPS, J."
4964,4000-4999,B,1,CS - Computer Science,12,F2016,"PHILLIPS, J."
4964,4000-4999,A,1,CS - Computer Science,20,F2016,"PHILLIPS, J."
4970,4000-4999,A,36,CS - Computer Science,ds,F2016,
5020,5000-5999,A,1,CS - Computer Science,ds,F2016,
5040,5000-5999,A,1,CS - Computer Science,19,F2016,
5150,5000-5999,B,1,CS - Computer Science,3,F2016,"BHASKARA, A."
5150,5000-5999,A,1,CS - Computer Science,2,F2016,"BHASKARA, A."
5310,5000-5999,D,1,CS - Computer Science,1,F2016,"HOLLERBACH, J. M."
5310,5000-5999,C,1,CS - Computer Science,1,F2016,"HOLLERBACH, J. M."
5310,5000-5999,B,1,CS - Computer Science,4,F2016,"HOLLERBACH, J. M."
5310,5000-5999,A,1,CS - Computer Science,3,F2016,"HOLLERBACH, J. M."
5340,5000-5999,W,1,CS - Computer Science,3,F2016,"RILOFF, E. M."
5340,5000-5999,C,1,CS - Computer Science,1,F2016,"RILOFF, E. M."
5340,5000-5999,B,1,CS - Computer Science,11,F2016,"RILOFF, E. M."
5340,5000-5999,A,1,CS - Computer Science,14,F2016,"RILOFF, E. M."
5350,5000-5999,W,1,CS - Computer Science,4,F2016,"SRIKUMAR, V."
5350,5000-5999,D,1,CS - Computer Science,1,F2016,"SRIKUMAR, V."
5350,5000-5999,C,1,CS - Computer Science,4,F2016,"SRIKUMAR, V."
5350,5000-5999,B,1,CS - Computer Science,6,F2016,"SRIKUMAR, V."
5350,5000-5999,A,1,CS - Computer Science,20,F2016,"SRIKUMAR, V."
5490,5000-5999,Other,1,CS - Computer Science,1,F2016,"KASERA, S. K."
5490,5000-5999,W,1,CS - Computer Science,1,F2016,"KASERA, S. K."
5490,5000-5999,C,1,CS - Computer Science,1,F2016,"KASERA, S. K."
5490,5000-5999,A,1,CS - Computer Science,9,F2016,"KASERA, S. K."
5510,5000-5999,Other,1,CS - Computer Science,1,F2016,"FLATT, M."
5510,5000-5999,W,1,CS - Computer Science,9,F2016,"FLATT, M."
5510,5000-5999,E,1,CS - Computer Science,1,F2016,"FLATT, M."
5510,5000-5999,D,1,CS - Computer Science,1,F2016,"FLATT, M."
5510,5000-5999,C,1,CS - Computer Science,1,F2016,"FLATT, M."
5510,5000-5999,B,1,CS - Computer Science,4,F2016,"FLATT, M."
5510,5000-5999,A,1,CS - Computer Science,42,F2016,"FLATT, M."
5540,5000-5999,E,1,CS - Computer Science,1,F2016,"WIESE, J."
5540,5000-5999,C,1,CS - Computer Science,1,F2016,"WIESE, J."
5540,5000-5999,B,1,CS - Computer Science,24,F2016,"WIESE, J."
5540,5000-5999,A,1,CS - Computer Science,23,F2016,"WIESE, J."
5630,5000-5999,D,1,CS - Computer Science,1,F2016,"LEX, A."
5630,5000-5999,C,1,CS - Computer Science,1,F2016,"LEX, A."
5630,5000-5999,B,1,CS - Computer Science,1,F2016,"LEX, A."
5630,5000-5999,A,1,CS - Computer Science,5,F2016,"LEX, A."
5650,5000-5999,W,1,CS - Computer Science,1,F2016,"THOMPSON, W. B."
5650,5000-5999,B,1,CS - Computer Science,1,F2016,"THOMPSON, W. B."
5650,5000-5999,A,1,CS - Computer Science,3,F2016,"THOMPSON, W. B."
5710,5000-5999,A,1,CS - Computer Science,ds,F2016,
5962,5000-5999,E,1,CS - Computer Science,2,F2016,"PASCUCCI, V."
5962,5000-5999,B,1,CS - Computer Science,2,F2016,"PASCUCCI, V."
5962,5000-5999,A,1,CS - Computer Science,1,F2016,"PASCUCCI, V."
5963,5000-5999,Other,1,CS - Computer Science,1,F2016,"LEX, A. AND OSTING, B. R."
5963,5000-5999,W,1,CS - Computer Science,2,F2016,"LEX, A. AND OSTING, B. R."
5963,5000-5999,D,1,CS - Computer Science,1,F2016,"LEX, A. AND OSTING, B. R."
5963,5000-5999,C,1,CS - Computer Science,1,F2016,"LEX, A. AND OSTING, B. R."
5963,5000-5999,A,1,CS - Computer Science,15,F2016,"LEX, A. AND OSTING, B. R."
